"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"sau00542",1,"Down",0.0116525123798405,0.602605829921719,0.0116525123798405,0.0668486236527692,"O-Antigen repeat unit biosynthesis"
"sau00260",30,"Up",0.0193844928958928,0.602605829921719,0.0942032419302382,0.174036497803321,"Glycine, serine and threonine metabolism"
"sau00920",8,"Up",0.0242745035056302,0.602605829921719,0.0863751383269517,0.165173510133995,"Sulfur metabolism"
"sau00300",12,"Up",0.0261797019443447,0.602605829921719,0.0200311021659834,0.0896085935633345,"Lysine biosynthesis"
"sau00552",22,"Down",0.0276424692624642,0.602605829921719,0.0347688484061262,0.111464837537287,"Teichoic acid biosynthesis"
"sau04122",10,"Up",0.0451916566144266,0.716574377714029,0.13229995796215,0.218495385119308,"Sulfur relay system"
"sau01230",99,"Up",0.0460185380183322,0.716574377714029,0.000250156190243442,0.00454450412275587,"Biosynthesis of amino acids"
"sau00261",5,"Up",0.0532619890199338,0.71995372665018,0.0752352011700305,0.162888475499202,"Monobactam biosynthesis"
"sau03010",57,"Up",0.0764415367612653,0.71995372665018,0.0295279466766005,0.100307879736574,"Ribosome"
"sau00625",4,"Up",0.0839797179215978,0.71995372665018,0.104516478831051,0.183746712783622,"Chloroalkane and chloroalkene degradation"
"sau01100",514,"Up",0.0911222072475552,0.71995372665018,0.00114767496187095,0.0138996189826592,"Metabolic pathways"
"sau01110",264,"Up",0.0948779906691713,0.71995372665018,0.00105813552679948,0.0138996189826592,"Biosynthesis of secondary metabolites"
"sau03018",14,"Up",0.0954387586036607,0.71995372665018,0.0056322396413102,0.0469309767819632,"RNA degradation"
"sau00380",9,"Up",0.104757427112024,0.71995372665018,0.000480743848801601,0.00748586850276778,"Tryptophan metabolism"
"sau00040",9,"Down",0.108802427250495,0.71995372665018,0.000120684668773647,0.00428231679591791,"Pentose and glucuronate interconversions"
"sau00290",10,"Up",0.11152631680021,0.71995372665018,0.153470871335551,0.238976071079644,"Valine, leucine and isoleucine biosynthesis"
"sau00480",8,"Down",0.116309703487498,0.71995372665018,0.217710819741691,0.329589990997837,"Glutathione metabolism"
"sau00130",9,"Down",0.119796792099291,0.71995372665018,0.587592686517727,0.646323369883725,"Ubiquinone and other terpenoid-quinone biosynthesis"
"sau00310",9,"Up",0.127314804885782,0.71995372665018,0.0173031682306673,0.0820019711801188,"Lysine degradation"
"sau00500",15,"Down",0.135523086334941,0.71995372665018,0.0273768465202701,0.0962605248615948,"Starch and sucrose metabolism"
