"","NGenes","Direction","PValue","FDR","PValue.Mixed","FDR.Mixed","TERM"
"sau02024",39,"Up",5.94255907818992e-05,0.00462529492545579,0.000691296126163279,0.00226112387578479,"Quorum sensing"
"sau05150",31,"Up",8.48677967973539e-05,0.00462529492545579,0.0011681133577989,0.0028294301333351,"Staphylococcus aureus infection"
"sau00480",8,"Down",0.000152789766110898,0.0055513615020293,9.88600692259874e-05,0.00221699194596423,"Glutathione metabolism"
"sau00400",17,"Up",0.000294429204451468,0.00758866252876917,0.000778709024059057,0.00226112387578479,"Phenylalanine, tyrosine and tryptophan biosynthesis"
"sau00680",18,"Down",0.000348103785723356,0.00758866252876917,0.0010261707143704,0.00266315733015176,"Methane metabolism"
"sau00010",37,"Down",0.000780069711074931,0.01277639338355,0.00150039538696716,0.00310977255266753,"Glycolysis / Gluconeogenesis"
"sau01120",132,"Down",0.000820502327383948,0.01277639338355,0.000676861154948268,0.00226112387578479,"Microbial metabolism in diverse environments"
"sau00620",40,"Down",0.00100788813668966,0.0137324758623966,0.000172414832003878,0.00221699194596423,"Pyruvate metabolism"
"sau00020",21,"Down",0.00180259997851024,0.0145069231658168,0.000788281718163504,0.00226112387578479,"Citrate cycle (TCA cycle)"
"sau04122",10,"Up",0.00182121715741057,0.0145069231658168,0.00066779225135627,0.00226112387578479,"Sulfur relay system"
"sau00920",8,"Down",0.00194647045003742,0.0145069231658168,0.00157498371790282,0.00310977255266753,"Sulfur metabolism"
"sau00310",9,"Down",0.00202200145245816,0.0145069231658168,0.00330770836760132,0.00474395015879662,"Lysine degradation"
"sau00250",20,"Up",0.00205979184350283,0.0145069231658168,0.00153383913390227,0.00310977255266753,"Alanine, aspartate and glutamate metabolism"
"sau00910",12,"Up",0.00211037975778516,0.0145069231658168,0.00265713406297735,0.00413753732663616,"Nitrogen metabolism"
"sau00970",24,"Down",0.00211711217075976,0.0145069231658168,0.000119195867849016,0.00221699194596423,"Aminoacyl-tRNA biosynthesis"
"sau03010",57,"Up",0.00212945661149605,0.0145069231658168,0.00195089331065582,0.00335657055761581,"Ribosome"
"sau00740",10,"Down",0.00284217708628748,0.0161017677564808,0.00207984182742402,0.00338362327148086,"Riboflavin metabolism"
"sau01200",79,"Down",0.00289288619828997,0.0161017677564808,0.000259418598862506,0.00221699194596423,"Carbon metabolism"
"sau00543",3,"Down",0.00295244295069533,0.0161017677564808,0.0016156332244446,0.00310977255266753,"Exopolysaccharide biosynthesis"
"sau00640",23,"Down",0.00301429170646349,0.0161017677564808,8.57565878104874e-05,0.00221699194596423,"Propanoate metabolism"
"sau00630",22,"Down",0.00311297341753717,0.0161017677564808,0.00228513524461581,0.00366293737739887,"Glyoxylate and dicarboxylate metabolism"
"sau00330",10,"Down",0.00324989807928969,0.0161017677564808,0.00302286777016959,0.00457628592984007,"Arginine and proline metabolism"
"sau00030",19,"Down",0.00344775145612942,0.016339343857309,0.00197083041915057,0.00335657055761581,"Pentose phosphate pathway"
"sau02060",24,"Up",0.00362822716609816,0.0164261857244443,0.00188398111659434,0.00332563790612877,"Phosphotransferase system (PTS)"
"sau00230",45,"Up",0.00376747379001016,0.0164261857244443,0.0002573379826874,0.00221699194596423,"Purine metabolism"
"sau00240",27,"Up",0.00394047091209376,0.0165196665160854,0.00326877644971536,0.00474395015879662,"Pyrimidine metabolism"
"sau00906",6,"Down",0.00410297028020201,0.0165638429830377,0.00129858415615634,0.00300941134910693,"Carotenoid biosynthesis"
"sau00790",21,"Up",0.00448550530304947,0.0170759729054235,0.0029355677849033,0.00450671674020366,"Folate biosynthesis"
